,WELL,DEPTH_MD,FORCE_2020_LITHOFACIES_LITHOLOGY,prediction,correct
90116,35/11-5,443.37999683,1,2,0
90117,35/11-5,443.53199683,1,2,0
90118,35/11-5,443.68399683,1,0,0
90119,35/11-5,443.83599683,1,0,0
90120,35/11-5,443.98799683,1,0,0
90121,35/11-5,444.13999683,1,0,0
90122,35/11-5,444.29199683,1,0,0
90123,35/11-5,444.44399683,1,0,0
90124,35/11-5,444.59599683,1,0,0
90125,35/11-5,444.74799683,1,0,0
90126,35/11-5,444.89999683,1,0,0
90127,35/11-5,445.05199683,1,5,0
90128,35/11-5,445.20399683,1,5,0
90129,35/11-5,445.35599683,1,2,0
90130,35/11-5,445.50799683,1,2,0
90131,35/11-5,445.65999683,1,2,0
90132,35/11-5,445.81199683,1,5,0
90133,35/11-5,445.96399683,1,2,0
90134,35/11-5,446.11599683,1,2,0
90135,35/11-5,446.26799683,1,2,0
90136,35/11-5,446.41999683,1,2,0
90137,35/11-5,446.57199683,1,2,0
90138,35/11-5,446.72399683,1,2,0
90139,35/11-5,446.87599683,1,2,0
90140,35/11-5,447.02799683,1,2,0
90141,35/11-5,447.17999683,1,2,0
90142,35/11-5,447.33199683,1,2,0
90143,35/11-5,447.48399683,1,2,0
90144,35/11-5,447.63599683,1,2,0
90145,35/11-5,447.78799683,1,2,0
90146,35/11-5,447.93999683,1,2,0
90147,35/11-5,448.09199683,1,2,0
90148,35/11-5,448.24399683,1,2,0
90149,35/11-5,448.39599683,1,2,0
90150,35/11-5,448.54799683,1,2,0
90151,35/11-5,448.69999683,1,2,0
90152,35/11-5,448.85199683,1,2,0
90153,35/11-5,449.00399683,1,2,0
90154,35/11-5,449.15599683,1,2,0
90155,35/11-5,449.30799683,1,2,0
90156,35/11-5,449.45999683,1,2,0
90157,35/11-5,449.61199683,1,2,0
90158,35/11-5,449.76399683,1,2,0
90159,35/11-5,449.91599683,1,2,0
90160,35/11-5,450.06799683,1,2,0
90161,35/11-5,450.21999683,1,2,0
90162,35/11-5,450.37199683,1,2,0
90163,35/11-5,450.52399683,1,2,0
90164,35/11-5,450.67599683,1,2,0
90165,35/11-5,450.82799683,1,2,0
90166,35/11-5,450.97999683,1,2,0
90167,35/11-5,451.13199683,1,2,0
90168,35/11-5,451.28399683,1,2,0
90169,35/11-5,451.43599683,1,2,0
90170,35/11-5,451.58799683,1,2,0
90171,35/11-5,451.73999683,1,2,0
90172,35/11-5,451.89199683,1,2,0
90173,35/11-5,452.04399683,1,2,0
90174,35/11-5,452.19599683,1,2,0
90175,35/11-5,452.34799683,1,2,0
90176,35/11-5,452.49999683,1,2,0
90177,35/11-5,452.65199683,1,2,0
90178,35/11-5,452.80399683,1,2,0
90179,35/11-5,452.95599683,1,2,0
90180,35/11-5,453.10799683,1,2,0
90181,35/11-5,453.25999683,1,2,0
90182,35/11-5,453.41199683,1,2,0
90183,35/11-5,453.56399683,1,2,0
90184,35/11-5,453.71599683,1,2,0
90185,35/11-5,453.86799683,1,2,0
90186,35/11-5,454.01999683,1,2,0
90187,35/11-5,454.17199683,1,2,0
90188,35/11-5,454.32399683,1,2,0
90189,35/11-5,454.47599683,1,2,0
90190,35/11-5,454.62799683,1,2,0
90191,35/11-5,454.77999683,1,2,0
90192,35/11-5,454.93199683,1,2,0
90193,35/11-5,455.08399683,1,2,0
90194,35/11-5,455.23599683,1,2,0
90195,35/11-5,455.38799683,1,2,0
90196,35/11-5,455.53999683,1,2,0
