,WELL,DEPTH_MD,FORCE_2020_LITHOFACIES_LITHOLOGY,prediction,correct
11063,16/2-7,704.11600159,2,2,1
11064,16/2-7,704.26800159,2,2,1
11065,16/2-7,704.42000159,2,2,1
11066,16/2-7,704.57200159,2,2,1
11067,16/2-7,704.72400159,2,2,1
11068,16/2-7,704.87600159,2,2,1
11069,16/2-7,705.02800159,2,2,1
11070,16/2-7,705.18000159,2,2,1
11071,16/2-7,705.33200159,2,2,1
11072,16/2-7,705.48400159,2,2,1
11073,16/2-7,705.63600159,2,2,1
11074,16/2-7,705.78800159,2,2,1
11075,16/2-7,705.94000159,2,2,1
11076,16/2-7,706.09200159,2,2,1
11077,16/2-7,706.24400159,2,2,1
11078,16/2-7,706.39600159,2,2,1
11079,16/2-7,706.54800159,2,2,1
11080,16/2-7,706.70000159,2,2,1
11081,16/2-7,706.85200159,2,2,1
11082,16/2-7,707.00400159,2,2,1
11083,16/2-7,707.15600159,2,2,1
11084,16/2-7,707.30800159,2,2,1
11085,16/2-7,707.46000159,2,2,1
11086,16/2-7,707.61200159,2,2,1
11087,16/2-7,707.76400159,2,2,1
11088,16/2-7,707.91600159,2,2,1
11089,16/2-7,708.06800159,2,2,1
11090,16/2-7,708.22000159,2,2,1
11091,16/2-7,708.37200159,2,2,1
11092,16/2-7,708.52400159,2,2,1
11093,16/2-7,708.67600159,2,2,1
11094,16/2-7,708.82800159,2,2,1
11095,16/2-7,708.98000159,2,2,1
11096,16/2-7,709.13200159,2,2,1
11097,16/2-7,709.28400159,2,2,1
11098,16/2-7,709.43600159,2,2,1
11099,16/2-7,709.58800159,2,2,1
11100,16/2-7,709.74000159,2,2,1
11101,16/2-7,709.89200159,2,2,1
11102,16/2-7,710.04400159,2,2,1
11103,16/2-7,710.19600159,2,2,1
11104,16/2-7,710.34800159,2,2,1
11105,16/2-7,710.50000159,2,2,1
11106,16/2-7,710.65200159,2,2,1
11107,16/2-7,710.80400159,2,2,1
11108,16/2-7,710.95600159,2,2,1
11109,16/2-7,711.10800159,2,2,1
11110,16/2-7,711.26000159,2,2,1
11111,16/2-7,711.41200159,2,2,1
11112,16/2-7,711.56400159,2,2,1
11113,16/2-7,711.71600159,2,2,1
11114,16/2-7,711.86800159,2,2,1
11115,16/2-7,712.02000159,2,2,1
11116,16/2-7,712.17200159,2,2,1
11117,16/2-7,712.32400159,2,2,1
11118,16/2-7,712.47600159,2,2,1
11119,16/2-7,712.62800159,2,2,1
11120,16/2-7,712.78000159,2,2,1
11121,16/2-7,712.93200159,2,2,1
11122,16/2-7,713.08400159,2,2,1
11123,16/2-7,713.23600159,2,2,1
11124,16/2-7,713.38800159,2,2,1
11125,16/2-7,713.54000159,2,2,1
11126,16/2-7,713.69200159,2,2,1
11127,16/2-7,713.84400159,2,2,1
11128,16/2-7,713.99600159,2,2,1
11129,16/2-7,714.14800159,2,2,1
11130,16/2-7,714.30000159,2,2,1
11131,16/2-7,714.45200159,2,2,1
11132,16/2-7,714.60400159,2,2,1
11133,16/2-7,714.75600159,2,2,1
11134,16/2-7,714.90800159,2,2,1
11135,16/2-7,715.06000159,2,2,1
11136,16/2-7,715.21200159,2,2,1
11137,16/2-7,715.36400159,2,2,1
11138,16/2-7,715.51600159,2,2,1
11139,16/2-7,715.66800159,2,2,1
11140,16/2-7,715.82000159,2,2,1
11141,16/2-7,715.97200159,2,2,1
11142,16/2-7,716.12400159,2,2,1
11143,16/2-7,716.27600159,2,2,1
11144,16/2-7,716.42800159,2,2,1
11145,16/2-7,716.58000159,2,2,1
11146,16/2-7,716.73200159,2,2,1
11147,16/2-7,716.88400159,2,2,1
11148,16/2-7,717.03600159,2,2,1
11149,16/2-7,717.18800159,2,2,1
11150,16/2-7,717.34000159,2,2,1
11151,16/2-7,717.49200159,2,2,1
11152,16/2-7,717.64400159,2,2,1
11153,16/2-7,717.79600159,2,2,1
11154,16/2-7,717.94800159,2,2,1
11155,16/2-7,718.10000159,2,2,1
11156,16/2-7,718.25200159,2,2,1
11157,16/2-7,718.40400159,2,2,1
11158,16/2-7,718.55600159,2,2,1
11159,16/2-7,718.70800159,2,2,1
11160,16/2-7,718.86000159,2,2,1
11161,16/2-7,719.01200159,2,2,1
11162,16/2-7,719.16400159,2,2,1
11163,16/2-7,719.31600159,2,2,1
11164,16/2-7,719.46800159,2,2,1
11165,16/2-7,719.62000159,2,2,1
11166,16/2-7,719.77200159,2,2,1
11167,16/2-7,719.92400159,2,2,1
11168,16/2-7,720.07600159,2,2,1
11169,16/2-7,720.22800159,2,2,1
11170,16/2-7,720.38000159,2,2,1
11171,16/2-7,720.53200159,2,2,1
11172,16/2-7,720.68400159,2,2,1
11173,16/2-7,720.83600159,2,2,1
11174,16/2-7,720.98800159,2,2,1
11175,16/2-7,721.14000159,2,2,1
11176,16/2-7,721.29200159,2,2,1
11177,16/2-7,721.44400159,2,2,1
11178,16/2-7,721.59600159,2,2,1
11179,16/2-7,721.74800159,2,2,1
11180,16/2-7,721.90000159,2,2,1
11181,16/2-7,722.05200159,2,2,1
11182,16/2-7,722.20400159,2,2,1
11183,16/2-7,722.35600159,2,2,1
